country,project_name,year,status,lendprojectcost,boardapprovaldate
Tajikistan,Public Sector Reform TA,2006,Closed,"5,000,000",2006-07-06T00:00:00Z
Tunisia,TN-Tunis West Sewerage,2006,Closed,"71,900,000",2006-07-06T00:00:00Z
"Egypt, Arab Rep.",EG-MORTGAGE FINANCE,2006,Closed,"209,400,000",2006-07-06T00:00:00Z
Mauritania,2nd Mining Sector Cap.Building Supplemental,2006,Closed,"5,500,000",2006-07-06T00:00:00Z
Mongolia,Mongolia Universal Access to Telecom OBA,2006,Closed,"260,000",2006-07-06T00:00:00Z
"Yemen, Rep.",Rainfed Agriculture and Livestock Project,2006,Closed,"33,800,000",2006-07-06T00:00:00Z
Indonesia,Strategic Roads Infrastructure Project,2006,Closed,"287,000,000",2006-07-06T00:00:00Z
Tajikistan,Programmatic Development Policy Grant,2006,Closed,"10,000,000",2006-07-06T00:00:00Z
Nigeria,Lagos Metropolitan Development and Governance Project,2006,Closed,"205,690,000",2006-07-06T00:00:00Z
Indonesia,ID-Aceh-Infra. Reconstr Enabling Program (IREP),2006,Closed,"42,000,000",2006-06-30T00:00:00Z
Philippines,Laguna de Bay Community Watershed Rehab,2006,Closed,"300,000",2006-06-30T00:00:00Z
Philippines,Laguna de Bay Community Carbon Finance Project,2006,Closed,"1,000,000",2006-06-30T00:00:00Z
Uganda,UG-Nile Basin Reforestation (FY06),2006,Active,0,2006-06-30T00:00:00Z
Honduras,Pico Bonito Sustainable Forests Project,2006,Closed,"8,300,000",2006-06-30T00:00:00Z
Burundi,Support the Demobilization; Reintegration and Recrutment Prevention of Child Ex-Combatants,2006,Closed,"3,540,000",2006-06-30T00:00:00Z
Tajikistan,Avian Influenza and Human Pandemic Preparedness and Response Project,2006,Closed,"6,800,000",2006-06-29T00:00:00Z
China,Demonstration of alternatives to Chlordane and Mirex in Termite Control Project,2006,Closed,"27,700,000",2006-06-29T00:00:00Z
Azerbaijan,Health Sector Reform Project,2006,Closed,"86,750,000",2006-06-29T00:00:00Z
,WAPP APL 2 - OMVS Felou Hydroelectric Project,2006,Closed,"125,000,000",2006-06-29T00:00:00Z
,WAPP APL 1 (2nd Phase  - COASTAL TRANSMISSION BACKBONE),2006,Closed,"75,000,000",2006-06-29T00:00:00Z
Iraq,IQ - Emergency Road Rehabilitation,2006,Closed,"135,000,000",2006-06-29T00:00:00Z
China,China - Nanjing Steel Convertor Gas Recovery Project,2006,Active,"7,530,000",2006-06-29T00:00:00Z
Azerbaijan,Judicial Modernization Project,2006,Closed,"21,600,000",2006-06-29T00:00:00Z
China,GEF-Ningbo Water and Environment Project,2006,Closed,"17,100,000",2006-06-29T00:00:00Z
China,Facilitating Afforestation Program,2006,Active,"2,600,000",2006-06-29T00:00:00Z
Lao PDR,Avian and Human Influenza Control and Preparedness Project,2006,Closed,"13,560,000",2006-06-29T00:00:00Z
India,Karnataka Panchayats Strengthening Project,2006,Closed,"133,330,000",2006-06-29T00:00:00Z
Philippines,National Sector  Support for Health Reform,2006,Closed,"110,000,000",2006-06-29T00:00:00Z
Mexico,Large-scale Renewable Energy Development Project (Phase 1 = $25M; Phase 2 = $45M),2006,Closed,"150,350,000",2006-06-29T00:00:00Z
Benin,Forests and Adjacent Lands Management Project,2006,Closed,"27,000,000",2006-06-29T00:00:00Z
Turkey,Programmatic Public Sector Development Policy Loan (PPDPL),2006,Closed,"500,000,000",2006-06-29T00:00:00Z
Philippines,Support for Strategic Local Development and Investment Project,2006,Closed,"109,000,000",2006-06-29T00:00:00Z
Peru,PE Huaycoloro Landfill Gas Recovery,2006,Closed,"7,700,000",2006-06-28T00:00:00Z
India,FALG Brick Project,2006,Closed,"4,940,000",2006-06-28T00:00:00Z
Albania,Avian Influenza Control and Human Pandemic Preparedness and Response Project,2006,Closed,"6,100,000",2006-06-27T00:00:00Z
Indonesia,Third Water Supply and Sanitation for Low Income Communities Project,2006,Active,"275,100,000",2006-06-27T00:00:00Z
China,Third Jiangxi Highway Project,2006,Closed,"711,390,000",2006-06-27T00:00:00Z
Cambodia,Cambodia Public Financial Management and Accountability,2006,Closed,"33,050,000",2006-06-27T00:00:00Z
Azerbaijan,AGRICULTURAL  DEVELOPMENT AND CREDIT PROJECT-II,2006,Closed,"57,700,000",2006-06-27T00:00:00Z
China,Liaoning Medium Cities Infrastructure Project,2006,Closed,"525,420,000",2006-06-27T00:00:00Z
Indonesia,Early Childhood Education and Development Project,2006,Closed,"127,740,000",2006-06-27T00:00:00Z
China,Changjiang/Pearl River Watershed Rehabilitation Project,2006,Closed,"200,000,000",2006-06-27T00:00:00Z
China,HENAN TOWNS WATER SUPPLY AND SANITATION PROJECT,2006,Closed,"300,000,000",2006-06-27T00:00:00Z
Malawi,INFRASTRUCTURE SERVICES,2006,Closed,"41,300,000",2006-06-27T00:00:00Z
World,Multidonor Rating Fnd for MFI Ratings & Assessments III,2006,Closed,"1,060,000",2006-06-22T00:00:00Z
Pakistan,Pakistan: Balochistan Education Support Project - BESP,2006,Closed,"22,000,000",2006-06-22T00:00:00Z
Ethiopia,Ethiopia - Financial Sector Capacity Building Project,2006,Closed,"15,600,000",2006-06-22T00:00:00Z
Vietnam,Vietnam - Poverty Reduction Support Credit V,2006,Closed,"100,000,000",2006-06-22T00:00:00Z
Mauritania,Community Based Watershed Management Project,2006,Closed,"6,780,000",2006-06-22T00:00:00Z
Ethiopia,Accelerated Electricity Access (Rural) Expansion,2006,Closed,"184,210,000",2006-06-22T00:00:00Z
Ethiopia,ROAD SECTOR DEVELOPMENT PHASE II PROJECT IN SUPPORT OF RSDPII SUPPLIMENT,2006,Closed,"132,300,000",2006-06-22T00:00:00Z
Ethiopia,Rural Capacity Building Project,2006,Closed,"71,000,000",2006-06-22T00:00:00Z
Guinea,Community-Based Land Management Project,2006,Closed,"26,200,000",2006-06-22T00:00:00Z
Ukraine,Access to Financial Services Project,2006,Closed,"185,000,000",2006-06-22T00:00:00Z
Guinea,Guinea Electricity Sector Efficiency Improvement,2006,Closed,"7,200,000",2006-06-22T00:00:00Z
Guinea,Coastal Marine and Biodiversity Management,2006,Closed,"23,530,000",2006-06-22T00:00:00Z
Uganda,Uganda Public Service Performance Enhancement Program (UPS-PEP),2006,Closed,"86,570,000",2006-06-20T00:00:00Z
Liberia,Emergency Infrastructure Project,2006,Closed,"30,000,000",2006-06-20T00:00:00Z
Philippines,National Program Support for Basic Education,2006,Closed,"200,000,000",2006-06-20T00:00:00Z
Haiti,HT Economic Governance TAG II,2006,Closed,"2,000,000",2006-06-20T00:00:00Z
Croatia,District Heating Project,2006,Closed,"44,340,000",2006-06-20T00:00:00Z
Brazil,Support to Pilot Program Coordination at the Ministry of the Environment,2006,Closed,"2,400,000",2006-06-20T00:00:00Z
Afghanistan,Sustainable Development of Natural Resources,2006,Closed,"30,000,000",2006-06-20T00:00:00Z
Burkina Faso,Post-Primary Education,2006,Closed,"25,000,000",2006-06-20T00:00:00Z
Mozambique,Market led Smallholder Development in the Zambezi Valley,2006,Closed,"21,310,000",2006-06-20T00:00:00Z
Burkina Faso,Poverty Reduction Support Credit (6),2006,Closed,"60,000,000",2006-06-20T00:00:00Z
Burkina Faso,Agricultural Diversification and Market Development Project,2006,Closed,"84,500,000",2006-06-20T00:00:00Z
Liberia,Liberia Reconstruction and Development,2006,Active,"1,100,000",2006-06-19T00:00:00Z
Moldova,SOIL CONSERVATION FOLLOW UP PROJECT,2006,Active,"5,280,000",2006-06-16T00:00:00Z
Bosnia and Herzegovina,Energy Community of South East Europe (ECSEE) APL3-Bosnia and Herzegovina Project,2006,Closed,"286,570,000",2006-06-16T00:00:00Z
Tanzania,Tax Modernization Project,2006,Closed,"33,600,000",2006-06-15T00:00:00Z
Panama,Rural Productivity Project (GEF),2006,Closed,"18,100,000",2006-06-15T00:00:00Z
Ghana,Fourth Poverty Reduction Support Credit,2006,Closed,"140,000,000",2006-06-15T00:00:00Z
"Egypt, Arab Rep.",Financial Sector Development Policy Loan,2006,Closed,"500,000,000",2006-06-15T00:00:00Z
Guinea-Bissau,Multi-sector Infrastructure Rehabilitation Project,2006,Closed,"20,000,000",2006-06-15T00:00:00Z
Bangladesh,Local Governance Support Project,2006,Closed,"189,900,000",2006-06-15T00:00:00Z
Tanzania,Financial Sector Support Project,2006,Closed,"22,000,000",2006-06-15T00:00:00Z
Tanzania,Local Government Support Project - Scale-up,2006,Closed,"100,300,000",2006-06-15T00:00:00Z
Tanzania,Tanzania Agricultural Sector Development Project,2006,Closed,"151,500,000",2006-06-15T00:00:00Z
Tunisia,Higher Education Reform Support II,2006,Closed,"95,200,000",2006-06-15T00:00:00Z
,Corazon Transboundary Biosphere Reserve Project,2006,Closed,"34,350,000",2006-06-13T00:00:00Z
Niger,Rural and Social Sector Policy Reform Credit 1,2006,Closed,"50,000,000",2006-06-13T00:00:00Z
Russian Federation,Registration Project,2006,Closed,"101,500,000",2006-06-13T00:00:00Z
Romania,SOCIAL INCLUSION PROJECT,2006,Closed,"74,400,000",2006-06-13T00:00:00Z
Kosovo,Energy Sector Cleanup and Land Reclamation Project,2006,Closed,"11,360,000",2006-06-13T00:00:00Z
Brazil,Integrated Management of Aquatic Resources in the Amazon (AquaBio),2006,Closed,"17,130,000",2006-06-13T00:00:00Z
Indonesia,MARINE ELECTRONIC HIGHWAY DEMONSTRATION PROJECT,2006,Closed,"17,000,000",2006-06-13T00:00:00Z
Moldova,Avian Influenza Control & Human Pandemic Preparedness & Response Project,2006,Closed,"10,600,000",2006-06-09T00:00:00Z
Turkey,Access to Finance for SMEs,2006,Closed,"180,210,000",2006-06-08T00:00:00Z
Nicaragua,Fourth Roads Rehabilitation and Maintenance Project,2006,Closed,"69,910,000",2006-06-08T00:00:00Z
,Senegal River Basin Multi-purpose Water Resources Development Project,2006,Closed,"142,170,000",2006-06-08T00:00:00Z
Indonesia,Improving Rural connectivity for sustainable livelihoods,2006,Closed,"1,300,000",2006-06-08T00:00:00Z
Mauritania,Mauritania-Extractive Industries Transparency Initiative Implementation,2006,Closed,"240,000",2006-06-08T00:00:00Z
Costa Rica,GEF - Mainstreaming Market-Based Instruments for Environmental Management Project,2006,Closed,"40,000,000",2006-06-08T00:00:00Z
Mongolia,Information and Communications Infrastructure Development Project,2006,Closed,"11,850,000",2006-06-08T00:00:00Z
Costa Rica,Mainstreaming Market-Based Instruments for Environmental Management Project,2006,Closed,"80,300,000",2006-06-08T00:00:00Z
Brazil,Additional Financing for the Rural Poverty Reduction Project - Cear&#225;,2006,Closed,"50,000,000",2006-06-06T00:00:00Z
Brazil,Second Programmatic Sustainable and Equitable Growth Loan,2006,Closed,"608,500,000",2006-06-06T00:00:00Z
Iraq,Emergency Social Protection Project,2006,Closed,"8,000,000",2006-06-06T00:00:00Z
Brazil,BR - Road Transport Project,2006,Closed,"1,218,740,000",2006-06-06T00:00:00Z
Argentina,AR APL2 Urban Flood Prevention and Drainage,2006,Closed,"91,570,000",2006-06-06T00:00:00Z
Turkey,Electricity Generation Rehabilitation and Restructuring Project,2006,Closed,"480,920,000",2006-06-06T00:00:00Z
Cameroon,Sustainable Agro-Pastoral and Land Management Promotion under the PNDP,2006,Closed,"6,000,000",2006-06-06T00:00:00Z
Poland,ROAD MAINTENANCE & REHAB 3,2006,Closed,"376,200,000",2006-06-06T00:00:00Z
Argentina,AR Basic Municipal Services Project,2006,Closed,"175,000,000",2006-06-06T00:00:00Z
Senegal,Agricultural Services & Producer Organizations Project 2,2006,Closed,"47,000,000",2006-06-05T00:00:00Z
India,Tsunami Disaster Recovery in India,2006,Closed,"2,500,000",2006-06-02T00:00:00Z
Armenia,Avian Influenza Preparedness Project,2006,Closed,"9,330,000",2006-06-02T00:00:00Z
Nepal,Nepal - Biogas Program,2006,Closed,"61,900,000",2006-06-02T00:00:00Z
Chile,Chile Quilleco Hydropower Project,2006,Closed,"82,600,000",2006-06-02T00:00:00Z
Pakistan,Punjab Municipal Services Improvement Project (PMSIP),2006,Closed,"58,900,000",2006-06-01T00:00:00Z
Costa Rica,Carbon Sequestration in Small Farms in the Brunca Region (Coopeagri),2006,Closed,"3,240,000",2006-06-01T00:00:00Z
Mauritania,Health and Nutrition Support Project,2006,Closed,"11,000,000",2006-06-01T00:00:00Z
Benin,BENIN: Malaria Control Booster Program,2006,Closed,"31,000,000",2006-06-01T00:00:00Z
Pakistan,Punjab-Irrigation Sector Development Policy Loan,2006,Closed,"100,000,000",2006-06-01T00:00:00Z
Pakistan,Punjab Education Development Policy Credit - III,2006,Closed,"850,000,000",2006-06-01T00:00:00Z
Ecuador,(APL1) Bono de Desarrollo Humano,2006,Closed,"60,000,000",2006-06-01T00:00:00Z
North Macedonia,Legal & Judicial Implementation & Institutional Support Project,2006,Closed,"14,770,000",2006-06-01T00:00:00Z
Pakistan,NWFP First Development Policy Credit,2006,Closed,"90,000,000",2006-06-01T00:00:00Z
Cabo Verde,Poverty Reduction Support Credit II,2006,Closed,"10,000,000",2006-06-01T00:00:00Z
Kiribati, Adaptation Program Phase II - Pilot Implementation Phase (KAP II),2006,Closed,"6,580,000",2006-06-01T00:00:00Z
Albania,Education Excellence and Equity Project,2006,Closed,"75,000,000",2006-06-01T00:00:00Z
"Gambia, The",Third Education Project - Phase II,2006,Closed,"72,280,000",2006-06-01T00:00:00Z
Ghana,Corporate Plan for Ghana Statistical Service,2006,Closed,"400,000",2006-05-31T00:00:00Z
Tajikistan,Strengthening the National Statistical System,2006,Closed,"5,070,000",2006-05-31T00:00:00Z
Georgia,Avian Influenza Control & Human Pandemic Preparedness & Response Project,2006,Closed,"10,270,000",2006-05-31T00:00:00Z
Honduras,Children & Youth Innovation (TF055813 JSDF),2006,Closed,"1,970,000",2006-05-30T00:00:00Z
Uganda,Millennium Science Initiative,2006,Closed,"33,350,000",2006-05-25T00:00:00Z
Afghanistan,AF: Urban Water Sector Project,2006,Closed,"40,000,000",2006-05-25T00:00:00Z
Afghanistan,Afghanistan: Horticulture and Livestock Productivity Project,2006,Closed,"20,000,000",2006-05-25T00:00:00Z
Bhutan,Development Policy Grant I,2006,Closed,"15,000,000",2006-05-25T00:00:00Z
Ethiopia,Protection of Basic Services,2006,Closed,"2,562,910,000",2006-05-25T00:00:00Z
"Yemen, Rep.",RY-Power Sector,2006,Closed,"75,000,000",2006-05-23T00:00:00Z
Mongolia,Rural Education and Development (READ) Project (formerly Rural Education Support Project),2006,Closed,"4,000,000",2006-05-23T00:00:00Z
Mongolia,Governance Assistance Project,2006,Closed,"14,000,000",2006-05-23T00:00:00Z
Montenegro,Energy Community of South East Europe APL 3 - Montenegro Project,2006,Closed,"16,000,000",2006-05-22T00:00:00Z
Colombia,Natural Gas Distribution for Low Income Families in the Caribbean Coast.,2006,Closed,"5,090,000",2006-05-19T00:00:00Z
Zambia,Agricultural Development Support Program,2006,Closed,"40,000,000",2006-05-16T00:00:00Z
Moldova,Education for All; Fast Track Initiative Catalytic Fund for Moldova,2006,Closed,"4,400,000",2006-05-15T00:00:00Z
Timor-Leste,TP-PRIMARY EDUCATION SUPPORT PROJECT(TF056715),2006,Closed,"8,200,000",2006-05-15T00:00:00Z
Pakistan,Pakistan - Community-Based Rehabilitation of Persons with Disabilities,2006,Closed,"1,680,000",2006-05-12T00:00:00Z
Pakistan,PK - Promoting Independent Living Amongst Persons with Disabilities,2006,Closed,"770,000",2006-05-12T00:00:00Z
Mexico,CDM TA for Mexico,2006,Closed,"350,000",2006-05-10T00:00:00Z
Tanzania,Tanzania PRSC-4,2006,Closed,"200,000,000",2006-05-09T00:00:00Z
Tanzania,Accountability; Transparency & Integrity Program,2006,Closed,"145,600,000",2006-05-09T00:00:00Z
Sudan,Fifth Population Census of Sudan,2006,Closed,"95,700,000",2006-05-08T00:00:00Z
Indonesia,ID Decentralization in Poor and Disadvantaged Areas (UNDP),2006,Closed,"1,220,000",2006-05-04T00:00:00Z
Djibouti,DJIBOUTI CATALYTIC FUND FOR EDUCATION (Child TF056633),2006,Closed,"6,000,000",2006-05-03T00:00:00Z
Morocco,Morocco - Second Rural Roads Project,2006,Closed,"654,000,000",2006-05-02T00:00:00Z
Bangladesh, Investment Promotion and Financing Facility,2006,Closed,"105,200,000",2006-05-02T00:00:00Z
Vietnam,Vietnam National CFC and Halon Phaseout Project,2006,Closed,"1,500,000",2006-05-01T00:00:00Z
Guinea,Guinea: Extractive Industries Transparency Initiative Implementation,2006,Closed,"570,000",2006-05-01T00:00:00Z
Armenia,Access to Gas & Heat Supply for Poor Urban Households,2006,Closed,"3,100,000",2006-04-28T00:00:00Z
Cameroon,Debt Relief Grant Under the Enhanced HIPC Initiative,2006,Closed,"31,500,000",2006-04-27T00:00:00Z
,West and Central Africa Air Transport Safety & Security Project,2006,Closed,"33,570,000",2006-04-27T00:00:00Z
Burkina Faso,Health Sector Support  & Multisectoral AIDS Project,2006,Closed,"47,700,000",2006-04-27T00:00:00Z
Senegal,SN-Participatory Local Development Program,2006,Closed,"187,530,000",2006-04-27T00:00:00Z
Lao PDR,Lao PDR Second Poverty Reduction Support Operation (PRSO2),2006,Closed,"8,000,000",2006-04-27T00:00:00Z
Nicaragua,Nicaragua Rural Telecom,2006,Closed,"7,000,000",2006-04-27T00:00:00Z
Guyana,Guyana Poverty Reduction and Public Management Operation,2006,Closed,"9,600,000",2006-04-27T00:00:00Z
Bosnia and Herzegovina,Land Registration,2006,Closed,"17,000,000",2006-04-27T00:00:00Z
Lao PDR,Rural Electrification Phase I Project of the Rural Electrification (APL) Program,2006,Closed,"3,750,000",2006-04-27T00:00:00Z
Lao PDR,Rural Electrification Phase I Project of the Rural Electrification (APL) Program,2006,Closed,"36,270,000",2006-04-27T00:00:00Z
Turkey,Avian Influenza & Human Pandemic Preparedness & Response APL 2 Project,2006,Closed,"55,190,000",2006-04-24T00:00:00Z
World,TTR CGAP Technology Program,2006,Closed,"4,000,000",2006-04-21T00:00:00Z
Ethiopia,National Strategy for the Development of Statistics,2006,Closed,"160,000",2006-04-20T00:00:00Z
Belarus,Post-Chernobyl Recovery Project,2006,Closed,"60,960,000",2006-04-18T00:00:00Z
India,National Agricultural Innovation Project,2006,Closed,"250,000,000",2006-04-18T00:00:00Z
Hungary,Nutrient Reduction Project,2006,Closed,"31,970,000",2006-04-18T00:00:00Z
Nicaragua,Precious Woods Project,2006,Closed,"7,980,000",2006-04-12T00:00:00Z
Colombia,Colombia: Integrated National Adaptation Program,2006,Closed,"14,900,000",2006-04-11T00:00:00Z
China,China Economic Reform Implementation Project,2006,Closed,"40,000,000",2006-04-11T00:00:00Z
Haiti,Haiti Transport and Territorial Development Project,2006,Closed,"34,000,000",2006-04-11T00:00:00Z
Brazil,Minas Gerais Partnership for Development,2006,Closed,"170,000,000",2006-04-11T00:00:00Z
Nigeria,Second National Fadama Development Critical Ecosystem Management Project,2006,Closed,"11,450,000",2006-04-11T00:00:00Z
Tunisia,Tunisia- Jebel Chekir Solid Waste Carbon,2006,Closed,0,2006-04-10T00:00:00Z
Tunisia,Tunisia- Nine landfills Carbon Finance,2006,Closed,0,2006-04-10T00:00:00Z
Indonesia,EMERGENCY REHABILITATION OF THE DRAINAGE AND FLOOD PROTECTION SYSTEM OF BANDA ACEH,2006,Closed,"4,500,000",2006-04-06T00:00:00Z
Maldives,Additional Financing for Maldives Educ & Trg III,2006,Closed,"1,560,000",2006-04-06T00:00:00Z
South Sudan,Multidonor Rehabilitation Education Project,2006,Closed,"127,200,000",2006-03-30T00:00:00Z
Albania,Privatization Strategy Program Technical Assistance,2006,Closed,"930,000",2006-03-30T00:00:00Z
Nigeria,Avian Influenza Control and Human Pandemic Preparedness and Response Project for Nigeria,2006,Closed,"65,000,000",2006-03-29T00:00:00Z
Pakistan,Highways Rehabilitation Project,2006,Closed,"85,000,000",2006-03-29T00:00:00Z
Armenia,Renewable Energy Project,2006,Closed,"25,050,000",2006-03-29T00:00:00Z
Guatemala,Project to Support a Rural Economic Development Program,2006,Closed,"60,000,000",2006-03-29T00:00:00Z
